Date,Time,Tide Height(m)
01/07/2019,01:48:00,1.0
01/07/2019,08:10:00,2.4
01/07/2019,15:49:00,0.3
01/07/2019,22:05:00,1.5
02/07/2019,02:31:00,1.1
02/07/2019,08:47:00,2.6
02/07/2019,16:35:00,0.2
02/07/2019,22:59:00,1.6
03/07/2019,03:14:00,1.1
03/07/2019,09:28:00,2.7
03/07/2019,17:21:00,0.1
03/07/2019,23:50:00,1.6
04/07/2019,03:59:00,1.1
04/07/2019,10:11:00,2.7
04/07/2019,18:08:00,0.0
05/07/2019,00:38:00,1.6
05/07/2019,04:46:00,1.1
05/07/2019,10:58:00,2.7
05/07/2019,18:54:00,0.0
06/07/2019,01:25:00,1.6
06/07/2019,05:35:00,1.1
06/07/2019,11:48:00,2.6
06/07/2019,19:40:00,0.1
07/07/2019,02:14:00,1.6
07/07/2019,06:29:00,1.1
07/07/2019,12:41:00,2.5
07/07/2019,20:26:00,0.2
08/07/2019,03:04:00,1.7
08/07/2019,07:33:00,1.2
08/07/2019,13:43:00,2.2
08/07/2019,21:13:00,0.4
09/07/2019,03:57:00,1.7
09/07/2019,09:00:00,1.2
09/07/2019,15:02:00,2.0
09/07/2019,22:01:00,0.6
10/07/2019,04:51:00,1.8
10/07/2019,10:29:00,1.1
10/07/2019,16:33:00,1.8
10/07/2019,22:51:00,0.7
11/07/2019,05:41:00,2.0
11/07/2019,11:54:00,1.0
11/07/2019,18:08:00,1.6
11/07/2019,23:41:00,0.9
12/07/2019,06:24:00,2.1
12/07/2019,13:17:00,0.8
12/07/2019,19:43:00,1.5
13/07/2019,00:30:00,1.0
13/07/2019,07:00:00,2.2
13/07/2019,14:25:00,0.6
13/07/2019,21:05:00,1.5
14/07/2019,01:17:00,1.1
14/07/2019,07:35:00,2.3
14/07/2019,15:20:00,0.4
14/07/2019,22:00:00,1.5
15/07/2019,02:00:00,1.1
15/07/2019,08:11:00,2.4
15/07/2019,16:06:00,0.3
15/07/2019,22:42:00,1.5
16/07/2019,02:41:00,1.2
16/07/2019,08:49:00,2.5
16/07/2019,16:48:00,0.3
16/07/2019,23:18:00,1.5
17/07/2019,03:20:00,1.2
17/07/2019,09:27:00,2.5
17/07/2019,17:27:00,0.2
17/07/2019,23:53:00,1.5
18/07/2019,03:58:00,1.1
18/07/2019,10:05:00,2.5
18/07/2019,18:03:00,0.3
19/07/2019,00:27:00,1.6
19/07/2019,04:36:00,1.1
19/07/2019,10:42:00,2.5
19/07/2019,18:35:00,0.3
20/07/2019,00:59:00,1.6
20/07/2019,05:15:00,1.1
20/07/2019,11:19:00,2.4
20/07/2019,19:05:00,0.4
21/07/2019,01:31:00,1.6
21/07/2019,05:56:00,1.2
21/07/2019,11:56:00,2.3
21/07/2019,19:32:00,0.5
22/07/2019,02:02:00,1.6
22/07/2019,06:41:00,1.2
22/07/2019,12:34:00,2.2
22/07/2019,20:00:00,0.6
23/07/2019,02:36:00,1.6
23/07/2019,07:36:00,1.2
23/07/2019,13:16:00,2.0
23/07/2019,20:30:00,0.7
24/07/2019,03:14:00,1.7
24/07/2019,08:46:00,1.2
24/07/2019,14:06:00,1.8
24/07/2019,21:04:00,0.8
25/07/2019,03:57:00,1.7
25/07/2019,10:04:00,1.2
25/07/2019,15:19:00,1.6
25/07/2019,21:42:00,0.9
26/07/2019,04:42:00,1.8
26/07/2019,11:26:00,1.1
26/07/2019,16:49:00,1.5
26/07/2019,22:26:00,1.0
27/07/2019,05:27:00,2.0
27/07/2019,12:50:00,0.9
27/07/2019,18:41:00,1.4
27/07/2019,23:17:00,1.1
28/07/2019,06:11:00,2.1
28/07/2019,13:53:00,0.7
28/07/2019,20:09:00,1.4
29/07/2019,00:14:00,1.2
29/07/2019,06:55:00,2.3
29/07/2019,14:46:00,0.4
29/07/2019,21:13:00,1.5
30/07/2019,01:12:00,1.2
30/07/2019,07:40:00,2.5
30/07/2019,15:34:00,0.3
30/07/2019,22:05:00,1.6
31/07/2019,02:08:00,1.2
31/07/2019,08:27:00,2.6
31/07/2019,16:21:00,0.1
31/07/2019,22:50:00,1.6
01/08/2019,03:01:00,1.1
01/08/2019,09:16:00,2.7
01/08/2019,17:06:00,0.0
01/08/2019,23:31:00,1.7
02/08/2019,03:52:00,1.1
02/08/2019,10:05:00,2.8
02/08/2019,17:50:00,0.0
03/08/2019,00:12:00,1.7
03/08/2019,04:42:00,1.0
03/08/2019,10:56:00,2.7
03/08/2019,18:31:00,0.1
04/08/2019,00:52:00,1.8
04/08/2019,05:34:00,1.0
04/08/2019,11:49:00,2.6
04/08/2019,19:12:00,0.2
05/08/2019,01:33:00,1.8
05/08/2019,06:28:00,1.0
05/08/2019,12:44:00,2.4
05/08/2019,19:51:00,0.4
06/08/2019,02:15:00,1.9
06/08/2019,07:31:00,1.0
06/08/2019,13:44:00,2.2
06/08/2019,20:31:00,0.6
07/08/2019,03:00:00,2.0
07/08/2019,08:49:00,1.0
07/08/2019,15:00:00,1.9
07/08/2019,21:12:00,0.8
08/08/2019,03:48:00,2.0
08/08/2019,10:10:00,1.0
08/08/2019,16:32:00,1.6
08/08/2019,21:56:00,1.0
09/08/2019,04:41:00,2.1
09/08/2019,11:41:00,0.9
09/08/2019,18:29:00,1.5
09/08/2019,22:48:00,1.2
10/08/2019,05:35:00,2.2
10/08/2019,13:18:00,0.8
10/08/2019,20:23:00,1.5
10/08/2019,23:49:00,1.3
11/08/2019,06:25:00,2.2
11/08/2019,14:25:00,0.6
11/08/2019,21:24:00,1.5
12/08/2019,00:50:00,1.3
12/08/2019,07:11:00,2.3
12/08/2019,15:13:00,0.5
12/08/2019,22:02:00,1.6
13/08/2019,01:44:00,1.3
13/08/2019,07:53:00,2.4
13/08/2019,15:54:00,0.4
13/08/2019,22:30:00,1.6
14/08/2019,02:30:00,1.3
14/08/2019,08:34:00,2.5
14/08/2019,16:30:00,0.3
14/08/2019,22:56:00,1.6
15/08/2019,03:11:00,1.2
15/08/2019,09:14:00,2.5
15/08/2019,17:03:00,0.4
15/08/2019,23:22:00,1.7
16/08/2019,03:51:00,1.1
16/08/2019,09:53:00,2.5
16/08/2019,17:34:00,0.4
16/08/2019,23:47:00,1.7
17/08/2019,04:29:00,1.1
17/08/2019,10:30:00,2.5
17/08/2019,18:00:00,0.5
18/08/2019,00:09:00,1.7
18/08/2019,05:07:00,1.0
18/08/2019,11:06:00,2.4
18/08/2019,18:21:00,0.6
19/08/2019,00:28:00,1.8
19/08/2019,05:47:00,1.0
19/08/2019,11:43:00,2.3
19/08/2019,18:42:00,0.6
20/08/2019,00:49:00,1.8
20/08/2019,06:29:00,1.0
20/08/2019,12:21:00,2.2
20/08/2019,19:04:00,0.7
21/08/2019,01:14:00,1.9
21/08/2019,07:17:00,1.0
21/08/2019,13:02:00,2.0
21/08/2019,19:30:00,0.9
22/08/2019,01:45:00,1.9
22/08/2019,08:16:00,1.1
22/08/2019,13:51:00,1.8
22/08/2019,19:56:00,1.0
23/08/2019,02:21:00,2.0
23/08/2019,09:27:00,1.0
23/08/2019,15:06:00,1.6
23/08/2019,20:25:00,1.1
24/08/2019,03:10:00,2.0
24/08/2019,10:44:00,1.0
24/08/2019,16:49:00,1.5
24/08/2019,21:01:00,1.3
25/08/2019,04:13:00,2.1
25/08/2019,12:12:00,0.8
25/08/2019,19:11:00,1.4
25/08/2019,22:03:00,1.4
26/08/2019,05:19:00,2.2
26/08/2019,13:27:00,0.6
26/08/2019,20:29:00,1.5
26/08/2019,23:39:00,1.4
27/08/2019,06:22:00,2.4
27/08/2019,14:24:00,0.4
27/08/2019,21:15:00,1.6
28/08/2019,00:59:00,1.4
28/08/2019,07:21:00,2.5
28/08/2019,15:13:00,0.3
28/08/2019,21:51:00,1.7
29/08/2019,02:03:00,1.3
29/08/2019,08:16:00,2.7
29/08/2019,15:58:00,0.2
29/08/2019,22:25:00,1.8
30/08/2019,02:58:00,1.1
30/08/2019,09:09:00,2.7
30/08/2019,16:40:00,0.2
30/08/2019,22:58:00,1.9
31/08/2019,03:50:00,1.0
31/08/2019,10:02:00,2.8
31/08/2019,17:20:00,0.2
31/08/2019,23:30:00,2.0
01/09/2019,04:40:00,0.9
01/09/2019,10:55:00,2.7
01/09/2019,17:57:00,0.3
02/09/2019,00:01:00,2.1
02/09/2019,05:31:00,0.8
02/09/2019,11:49:00,2.5
02/09/2019,18:32:00,0.5
03/09/2019,00:31:00,2.1
03/09/2019,06:25:00,0.8
03/09/2019,12:45:00,2.3
03/09/2019,19:05:00,0.7
04/09/2019,01:04:00,2.2
04/09/2019,07:26:00,0.8
04/09/2019,13:49:00,2.0
04/09/2019,19:36:00,0.9
05/09/2019,01:41:00,2.2
05/09/2019,08:35:00,0.9
05/09/2019,15:05:00,1.8
05/09/2019,20:08:00,1.2
06/09/2019,02:24:00,2.2
06/09/2019,09:51:00,0.9
06/09/2019,16:43:00,1.6
06/09/2019,20:41:00,1.3
07/09/2019,03:21:00,2.2
07/09/2019,11:22:00,0.9
07/09/2019,19:28:00,1.5
07/09/2019,21:29:00,1.5
08/09/2019,04:37:00,2.2
08/09/2019,13:05:00,0.8
08/09/2019,20:49:00,1.6
08/09/2019,23:20:00,1.6
09/09/2019,05:52:00,2.2
09/09/2019,14:07:00,0.7
09/09/2019,21:24:00,1.7
10/09/2019,00:46:00,1.5
10/09/2019,06:51:00,2.3
10/09/2019,14:50:00,0.6
10/09/2019,21:45:00,1.7
11/09/2019,01:44:00,1.4
11/09/2019,07:39:00,2.3
11/09/2019,15:26:00,0.5
11/09/2019,22:03:00,1.8
12/09/2019,02:30:00,1.3
12/09/2019,08:22:00,2.4
12/09/2019,15:58:00,0.5
12/09/2019,22:22:00,1.8
13/09/2019,03:10:00,1.2
13/09/2019,09:03:00,2.4
13/09/2019,16:27:00,0.6
13/09/2019,22:40:00,1.9
14/09/2019,03:47:00,1.1
14/09/2019,09:41:00,2.4
14/09/2019,16:52:00,0.6
14/09/2019,22:56:00,1.9
15/09/2019,04:23:00,1.0
15/09/2019,10:19:00,2.4
15/09/2019,17:12:00,0.7
15/09/2019,23:10:00,2.0
16/09/2019,04:59:00,0.9
16/09/2019,10:56:00,2.3
16/09/2019,17:30:00,0.8
16/09/2019,23:26:00,2.1
17/09/2019,05:37:00,0.9
17/09/2019,11:34:00,2.2
17/09/2019,17:50:00,0.9
17/09/2019,23:46:00,2.1
18/09/2019,06:17:00,0.9
18/09/2019,12:14:00,2.1
18/09/2019,18:13:00,1.0
19/09/2019,00:08:00,2.2
19/09/2019,07:01:00,0.9
19/09/2019,12:59:00,1.9
19/09/2019,18:37:00,1.1
20/09/2019,00:33:00,2.2
20/09/2019,07:55:00,0.9
20/09/2019,13:57:00,1.8
20/09/2019,19:01:00,1.2
21/09/2019,01:02:00,2.2
21/09/2019,09:00:00,0.9
21/09/2019,15:21:00,1.6
21/09/2019,19:24:00,1.4
22/09/2019,01:42:00,2.2
22/09/2019,10:15:00,0.8
22/09/2019,17:32:00,1.5
22/09/2019,19:49:00,1.5
23/09/2019,02:43:00,2.2
23/09/2019,11:37:00,0.8
24/09/2019,04:30:00,2.3
24/09/2019,12:54:00,0.6
24/09/2019,20:30:00,1.7
24/09/2019,23:41:00,1.6
25/09/2019,06:00:00,2.4
25/09/2019,13:53:00,0.5
25/09/2019,20:57:00,1.8
26/09/2019,01:03:00,1.5
26/09/2019,07:10:00,2.5
26/09/2019,14:42:00,0.4
26/09/2019,21:22:00,1.9
27/09/2019,02:04:00,1.3
27/09/2019,08:10:00,2.6
27/09/2019,15:25:00,0.4
27/09/2019,21:47:00,2.0
28/09/2019,02:58:00,1.0
28/09/2019,09:06:00,2.6
28/09/2019,16:05:00,0.4
28/09/2019,22:11:00,2.1
29/09/2019,03:49:00,0.8
29/09/2019,10:00:00,2.6
29/09/2019,16:41:00,0.5
29/09/2019,22:35:00,2.3
30/09/2019,04:38:00,0.7
30/09/2019,10:55:00,2.5
30/09/2019,17:14:00,0.6
30/09/2019,23:03:00,2.4
01/10/2019,05:29:00,0.6
01/10/2019,11:53:00,2.3
01/10/2019,17:45:00,0.8
01/10/2019,23:33:00,2.5
02/10/2019,06:22:00,0.6
02/10/2019,12:53:00,2.1
02/10/2019,18:14:00,1.0
03/10/2019,00:06:00,2.5
03/10/2019,07:18:00,0.7
03/10/2019,13:57:00,1.9
03/10/2019,18:42:00,1.2
04/10/2019,00:41:00,2.5
04/10/2019,08:20:00,0.7
04/10/2019,15:10:00,1.7
04/10/2019,19:09:00,1.4
05/10/2019,01:20:00,2.4
05/10/2019,09:29:00,0.8
05/10/2019,17:26:00,1.6
05/10/2019,19:32:00,1.6
06/10/2019,02:10:00,2.3
06/10/2019,10:50:00,0.8
07/10/2019,03:25:00,2.2
07/10/2019,12:22:00,0.8
07/10/2019,20:43:00,1.8
07/10/2019,23:16:00,1.7
08/10/2019,05:08:00,2.1
08/10/2019,13:24:00,0.7
08/10/2019,20:59:00,1.8
09/10/2019,00:49:00,1.6
09/10/2019,06:25:00,2.1
09/10/2019,14:07:00,0.7
09/10/2019,21:13:00,1.9
10/10/2019,01:43:00,1.5
10/10/2019,07:20:00,2.2
10/10/2019,14:42:00,0.7
10/10/2019,21:24:00,2.0
11/10/2019,02:26:00,1.3
11/10/2019,08:07:00,2.2
11/10/2019,15:13:00,0.7
11/10/2019,21:37:00,2.0
12/10/2019,03:04:00,1.1
12/10/2019,08:49:00,2.2
12/10/2019,15:39:00,0.8
12/10/2019,21:50:00,2.1
13/10/2019,03:40:00,1.0
13/10/2019,09:29:00,2.2
13/10/2019,16:00:00,0.8
13/10/2019,22:03:00,2.2
14/10/2019,04:15:00,0.9
14/10/2019,10:09:00,2.2
14/10/2019,16:19:00,0.9
14/10/2019,22:17:00,2.3
15/10/2019,04:50:00,0.8
15/10/2019,10:49:00,2.2
15/10/2019,16:40:00,1.0
15/10/2019,22:36:00,2.3
16/10/2019,05:27:00,0.7
16/10/2019,11:30:00,2.1
16/10/2019,17:03:00,1.1
16/10/2019,22:56:00,2.4
17/10/2019,06:06:00,0.7
17/10/2019,12:15:00,2.0
17/10/2019,17:28:00,1.2
17/10/2019,23:19:00,2.5
18/10/2019,06:50:00,0.7
18/10/2019,13:08:00,1.8
18/10/2019,17:53:00,1.3
18/10/2019,23:45:00,2.5
19/10/2019,07:42:00,0.7
19/10/2019,14:17:00,1.7
19/10/2019,18:16:00,1.4
20/10/2019,00:16:00,2.5
20/10/2019,08:45:00,0.7
20/10/2019,15:41:00,1.6
20/10/2019,18:36:00,1.5
21/10/2019,00:57:00,2.4
21/10/2019,09:55:00,0.7
22/10/2019,01:59:00,2.3
22/10/2019,11:07:00,0.7
23/10/2019,03:51:00,2.2
23/10/2019,12:17:00,0.6
23/10/2019,20:02:00,1.9
23/10/2019,23:50:00,1.7
24/10/2019,05:46:00,2.3
24/10/2019,13:15:00,0.6
24/10/2019,20:23:00,2.0
25/10/2019,01:05:00,1.4
25/10/2019,07:03:00,2.3
25/10/2019,14:03:00,0.5
25/10/2019,20:43:00,2.1
26/10/2019,02:03:00,1.2
26/10/2019,08:05:00,2.4
26/10/2019,14:45:00,0.6
26/10/2019,21:02:00,2.2
27/10/2019,02:57:00,0.9
27/10/2019,09:04:00,2.4
27/10/2019,15:23:00,0.7
27/10/2019,21:24:00,2.4
28/10/2019,03:48:00,0.7
28/10/2019,10:02:00,2.3
28/10/2019,15:58:00,0.8
28/10/2019,21:50:00,2.5
29/10/2019,04:38:00,0.5
29/10/2019,11:03:00,2.2
29/10/2019,16:30:00,0.9
29/10/2019,22:20:00,2.6
30/10/2019,05:28:00,0.5
30/10/2019,12:04:00,2.0
30/10/2019,17:00:00,1.1
30/10/2019,22:51:00,2.7
31/10/2019,06:19:00,0.5
31/10/2019,13:01:00,1.9
31/10/2019,17:29:00,1.3
31/10/2019,23:25:00,2.7
01/11/2019,07:11:00,0.5
01/11/2019,13:59:00,1.8
01/11/2019,17:57:00,1.4
01/11/2019,23:59:00,2.6
02/11/2019,08:05:00,0.6
02/11/2019,15:07:00,1.7
02/11/2019,18:22:00,1.5
03/11/2019,00:35:00,2.5
03/11/2019,09:04:00,0.7
04/11/2019,01:18:00,2.3
04/11/2019,10:08:00,0.8
05/11/2019,02:19:00,2.1
05/11/2019,11:20:00,0.8
05/11/2019,20:11:00,1.8
05/11/2019,22:56:00,1.8
06/11/2019,03:55:00,2.0
06/11/2019,12:22:00,0.8
06/11/2019,20:22:00,1.9
07/11/2019,00:35:00,1.6
07/11/2019,05:35:00,2.0
07/11/2019,13:09:00,0.8
07/11/2019,20:29:00,2.0
08/11/2019,01:30:00,1.4
08/11/2019,06:49:00,1.9
08/11/2019,13:46:00,0.9
08/11/2019,20:37:00,2.0
09/11/2019,02:13:00,1.2
09/11/2019,07:44:00,2.0
09/11/2019,14:16:00,0.9
09/11/2019,20:49:00,2.1
10/11/2019,02:52:00,1.0
10/11/2019,08:31:00,2.0
10/11/2019,14:41:00,1.0
10/11/2019,21:01:00,2.2
11/11/2019,03:29:00,0.9
11/11/2019,09:16:00,2.0
11/11/2019,15:03:00,1.0
11/11/2019,21:14:00,2.3
12/11/2019,04:05:00,0.7
12/11/2019,10:01:00,1.9
12/11/2019,15:27:00,1.1
12/11/2019,21:32:00,2.5
13/11/2019,04:41:00,0.6
13/11/2019,10:46:00,1.9
13/11/2019,15:53:00,1.1
13/11/2019,21:54:00,2.6
14/11/2019,05:19:00,0.5
14/11/2019,11:33:00,1.9
14/11/2019,16:21:00,1.2
14/11/2019,22:18:00,2.6
15/11/2019,06:00:00,0.5
15/11/2019,12:25:00,1.8
15/11/2019,16:49:00,1.3
15/11/2019,22:46:00,2.7
16/11/2019,06:45:00,0.4
16/11/2019,13:23:00,1.7
16/11/2019,17:17:00,1.4
16/11/2019,23:17:00,2.6
17/11/2019,07:37:00,0.5
17/11/2019,14:27:00,1.6
17/11/2019,17:46:00,1.5
17/11/2019,23:54:00,2.6
18/11/2019,08:34:00,0.5
18/11/2019,15:41:00,1.6
18/11/2019,18:19:00,1.6
19/11/2019,00:42:00,2.5
19/11/2019,09:36:00,0.5
20/11/2019,01:45:00,2.3
20/11/2019,10:38:00,0.6
20/11/2019,18:49:00,1.8
20/11/2019,21:59:00,1.7
21/11/2019,03:29:00,2.1
21/11/2019,11:39:00,0.6
21/11/2019,19:16:00,1.9
21/11/2019,23:45:00,1.5
22/11/2019,05:34:00,2.1
22/11/2019,12:34:00,0.6
22/11/2019,19:39:00,2.0
23/11/2019,01:00:00,1.3
23/11/2019,06:56:00,2.0
23/11/2019,13:22:00,0.7
23/11/2019,19:59:00,2.2
24/11/2019,02:01:00,1.0
24/11/2019,08:05:00,2.0
24/11/2019,14:04:00,0.8
24/11/2019,20:20:00,2.4
25/11/2019,02:57:00,0.7
25/11/2019,09:12:00,2.0
25/11/2019,14:42:00,0.9
25/11/2019,20:45:00,2.5
26/11/2019,03:50:00,0.5
26/11/2019,10:18:00,1.9
26/11/2019,15:17:00,1.0
26/11/2019,21:14:00,2.7
27/11/2019,04:40:00,0.4
27/11/2019,11:17:00,1.8
27/11/2019,15:50:00,1.1
27/11/2019,21:46:00,2.7
28/11/2019,05:29:00,0.3
28/11/2019,12:09:00,1.8
28/11/2019,16:21:00,1.2
28/11/2019,22:20:00,2.7
29/11/2019,06:16:00,0.3
29/11/2019,12:59:00,1.7
29/11/2019,16:52:00,1.3
29/11/2019,22:55:00,2.7
30/11/2019,07:02:00,0.4
30/11/2019,13:49:00,1.6
30/11/2019,17:22:00,1.4
30/11/2019,23:30:00,2.6
01/12/2019,07:48:00,0.5
01/12/2019,14:46:00,1.6
01/12/2019,17:50:00,1.5
02/12/2019,00:06:00,2.4
02/12/2019,08:35:00,0.6
03/12/2019,00:44:00,2.3
03/12/2019,09:22:00,0.7
04/12/2019,01:30:00,2.1
04/12/2019,10:12:00,0.7
04/12/2019,19:17:00,1.7
04/12/2019,21:49:00,1.7
05/12/2019,02:38:00,1.9
05/12/2019,11:04:00,0.8
05/12/2019,19:22:00,1.8
05/12/2019,23:52:00,1.6
06/12/2019,04:10:00,1.8
06/12/2019,11:53:00,0.9
06/12/2019,19:31:00,1.9
07/12/2019,01:03:00,1.4
07/12/2019,05:47:00,1.7
07/12/2019,12:33:00,1.0
07/12/2019,19:46:00,2.0
08/12/2019,01:53:00,1.1
08/12/2019,07:13:00,1.6
08/12/2019,13:06:00,1.0
08/12/2019,20:00:00,2.1
09/12/2019,02:36:00,0.9
09/12/2019,08:13:00,1.6
09/12/2019,13:36:00,1.1
09/12/2019,20:12:00,2.3
10/12/2019,03:16:00,0.7
10/12/2019,09:06:00,1.6
10/12/2019,14:07:00,1.1
10/12/2019,20:29:00,2.4
11/12/2019,03:55:00,0.6
11/12/2019,09:57:00,1.7
11/12/2019,14:39:00,1.1
11/12/2019,20:54:00,2.5
12/12/2019,04:34:00,0.4
12/12/2019,10:48:00,1.6
12/12/2019,15:12:00,1.2
12/12/2019,21:23:00,2.6
13/12/2019,05:14:00,0.3
13/12/2019,11:38:00,1.6
13/12/2019,15:46:00,1.2
13/12/2019,21:55:00,2.7
14/12/2019,05:57:00,0.2
14/12/2019,12:29:00,1.6
14/12/2019,16:22:00,1.2
14/12/2019,22:31:00,2.7
15/12/2019,06:42:00,0.2
15/12/2019,13:20:00,1.6
15/12/2019,17:01:00,1.3
15/12/2019,23:11:00,2.7
16/12/2019,07:30:00,0.3
16/12/2019,14:14:00,1.6
16/12/2019,17:46:00,1.4
16/12/2019,23:55:00,2.6
17/12/2019,08:20:00,0.3
17/12/2019,15:12:00,1.6
17/12/2019,18:41:00,1.4
18/12/2019,00:46:00,2.4
18/12/2019,09:12:00,0.4
18/12/2019,16:17:00,1.6
18/12/2019,19:53:00,1.5
19/12/2019,01:46:00,2.2
19/12/2019,10:04:00,0.5
19/12/2019,17:25:00,1.7
19/12/2019,21:54:00,1.5
20/12/2019,03:15:00,2.0
20/12/2019,10:58:00,0.6
20/12/2019,18:13:00,1.9
20/12/2019,23:30:00,1.3
21/12/2019,05:21:00,1.8
21/12/2019,11:50:00,0.8
21/12/2019,18:48:00,2.0
22/12/2019,00:52:00,1.1
22/12/2019,06:57:00,1.7
22/12/2019,12:38:00,0.9
22/12/2019,19:16:00,2.2
23/12/2019,02:03:00,0.8
23/12/2019,08:24:00,1.6
23/12/2019,13:23:00,1.0
23/12/2019,19:44:00,2.4
24/12/2019,03:03:00,0.6
24/12/2019,09:39:00,1.6
24/12/2019,14:04:00,1.1
24/12/2019,20:14:00,2.5
25/12/2019,03:55:00,0.4
25/12/2019,10:35:00,1.6
25/12/2019,14:42:00,1.1
25/12/2019,20:47:00,2.6
26/12/2019,04:42:00,0.3
26/12/2019,11:22:00,1.6
26/12/2019,15:18:00,1.2
26/12/2019,21:23:00,2.7
27/12/2019,05:27:00,0.2
27/12/2019,12:04:00,1.6
27/12/2019,15:53:00,1.2
27/12/2019,22:00:00,2.7
28/12/2019,06:09:00,0.2
28/12/2019,12:44:00,1.5
28/12/2019,16:28:00,1.3
28/12/2019,22:37:00,2.6
29/12/2019,06:48:00,0.3
29/12/2019,13:25:00,1.5
29/12/2019,17:04:00,1.3
29/12/2019,23:13:00,2.5
30/12/2019,07:25:00,0.4
30/12/2019,14:07:00,1.5
30/12/2019,17:41:00,1.3
30/12/2019,23:49:00,2.4
31/12/2019,07:59:00,0.5
31/12/2019,14:54:00,1.5
31/12/2019,18:22:00,1.4
